,i,name,SMILES
669,669,S(1947) + O2(2) <=> S(1989),CCCC=C([O])COO+[O][O]_CCCC(O[O])C(=O)COO
670,670,S(1921) <=> S(1806),C[CH]CCC(C)=O_C=C([O])CCCC
671,671,C5H11(422) + CO(6) <=> S(1921),C[CH]CCC+[C-]#[O+]_C[CH]CCC(C)=O
672,672,S(1921) + O2(2) <=> S(2038),C[CH]CCC(C)=O+[O][O]_CC(=O)CCC(C)O[O]
673,673,S(438) + CO(6) <=> S(2038),CCCC(C)O[O]+[C-]#[O+]_CC(=O)CCC(C)O[O]
674,674,S(2057) <=> S(2038),CC([O])=CCC(C)OO_CC(=O)CCC(C)O[O]
675,675,S(2057) + O2(2) <=> S(2095),CC([O])=CCC(C)OO+[O][O]_CC(=O)C(CC(C)OO)O[O]
676,676,S(2120) <=> S(2095),C=C([O])C(CC(C)OO)OO_CC(=O)C(CC(C)OO)O[O]
677,677,CH2CO(24) + S(239) <=> S(2120),C=C=O+CC(C[CH]OO)OO_C=C([O])C(CC(C)OO)OO
678,678,S(2120) <=> S(2158) + OH(15),C=C([O])C(CC(C)OO)OO_CC1CC(OO)C(=O)CO1+[OH]
679,679,C6H12(809) + CH3(18) <=> C7H15(679),C=CCCCC+[CH3]_CC[CH]CCCC
680,680,C6H12(809) <=> C3H6(12) + C3H6(12),C=CCCCC_C=CC+C=CC
681,681,PC4H9(183) + C2H3(22) <=> C6H12(809),[CH2]CCC+[CH]=C_C=CCCCC
682,682,C7H15(680) + HCO(19) <=> CH2O(9) + C7H14(808),CCC[CH]CCC+[CH]=O_C=O+CCC=CCCC
683,683,C7H15(679) + HCO(19) <=> CH2O(9) + C7H14(808),CC[CH]CCCC+[CH]=O_C=O+CCC=CCCC
684,684,C7H15(682) + HCO(19) <=> CH2O(9) + C7H14(754),C[CH]CCCCC+[CH]=O_C=O+CC=CCCCC
685,685,C7H15(679) + HCO(19) <=> CH2O(9) + C7H14(754),CC[CH]CCCC+[CH]=O_C=O+CC=CCCCC
686,686,S(942) + OH(15) <=> S(910),CCCC(=O)CC(C)[O]+[OH]_CCCC(=O)CC(C)OO
687,687,C2H5(43) + O(5) <=> CH3CHO(46) + H(14),C[CH2]+[O]_CC=O+[H]
688,688,C2H5(43) + O2(2) <=> CH3CHO(46) + OH(15),C[CH2]+[O][O]_CC=O+[OH]
689,689,C2H5O2(44) <=> CH3CHO(46) + OH(15),CCO[O]_CC=O+[OH]
690,690,C2H4O(49) <=> CH3CHO(46),C1CO1_CC=O
691,691,CH3CHO(46) <=> CH3(18) + HCO(19),CC=O_[CH3]+[CH]=O
692,692,CH3CHO(46) <=> CH4(10) + CO(6),CC=O_C+[C-]#[O+]
693,693,CH3CHO(46) + H(14) <=> CH3CO(20) + H2(13),CC=O+[H]_C[C]=O+[H][H]
694,694,CH3CHO(46) + H(14) <=> CH2CHO(21) + H2(13),CC=O+[H]_[CH2]C=O+[H][H]
695,695,CH3CHO(46) + O(5) <=> CH3CO(20) + OH(15),CC=O+[O]_C[C]=O+[OH]
696,696,CH3CHO(46) + OH(15) <=> CH3CO(20) + H2O(8),CC=O+[OH]_C[C]=O+O
697,697,CH3CHO(46) + O2(2) <=> CH3CO(20) + HO2(16),CC=O+[O][O]_C[C]=O+[O]O
698,698,CH3CHO(46) + CH3(18) <=> CH4(10) + CH3CO(20),CC=O+[CH3]_C+C[C]=O
699,699,CH3CHO(46) + HO2(16) <=> CH3CO(20) + H2O2(17),CC=O+[O]O_C[C]=O+OO
700,700,CH3CHO(46) + OH(15) <=> H2O(8) + CH2CHO(21),CC=O+[OH]_O+[CH2]C=O
701,701,C2H4(11) + OH(15) <=> CH3CHO(46) + H(14),C=C+[OH]_CC=O+[H]
702,702,IC3H7(93) + O(5) <=> CH3CHO(46) + CH3(18),C[CH]C+[O]_CC=O+[CH3]
703,703,C3H6(12) + OH(15) <=> CH3CHO(46) + CH3(18),C=CC+[OH]_CC=O+[CH3]
704,704,S(253) => CH3CHO(46) + CH2CHO(21) + OH(15),CC(CC=O)OO_CC=O+[CH2]C=O+[OH]
705,705,S(448) => C3H6(12) + CH3CHO(46) + OH(15),C[CH]CC(C)OO_C=CC+CC=O+[OH]
706,706,CH3CHO(46) + O(5) <=> CH2CHO(21) + OH(15),CC=O+[O]_[CH2]C=O+[OH]
707,707,C3H6(12) + CH2O(9) <=> C2H4(11) + CH3CHO(46),C=CC+C=O_C=C+CC=O
708,708,C4H8O(215) <=> C2H4(11) + CH3CHO(46),CC1CCO1_C=C+CC=O
709,709,CH3CHO(46) + C7H15(679) <=> C7H16(1) + CH2CHO(21),CC=O+CC[CH]CCCC_CCCCCCC+[CH2]C=O
710,710,CH3CHO(46) + C7H15(680) <=> C7H16(1) + CH2CHO(21),CC=O+CCC[CH]CCC_CCCCCCC+[CH2]C=O
711,711,CH3CHO(46) + C7H15(682) <=> C7H16(1) + CH2CHO(21),CC=O+C[CH]CCCCC_CCCCCCC+[CH2]C=O
712,712,CH3CHO(46) + C7H15(683) <=> C7H16(1) + CH2CHO(21),CC=O+[CH2]CCCCCC_CCCCCCC+[CH2]C=O
713,713,CH2CHO(21) + HO2(16) <=> CH3CHO(46) + O2(2),[CH2]C=O+[O]O_CC=O+[O][O]
714,714,CH3CHO(46) <=> CH2CHO(21) + H(14),CC=O_[CH2]C=O+[H]
715,715,CH3CHO(46) <=> CH3CO(20) + H(14),CC=O_C[C]=O+[H]
716,716,C5H9O(945) + CH3CHO(46) <=> S(942),C=C([O])CCC+CC=O_CCCC(=O)CC(C)[O]
717,717,CH3CO(20) <=> CH2(23) + HCO(19),C[C]=O_[CH2]+[CH]=O
718,718,CH3CO(20) <=> C2H3(22) + O(5),C[C]=O_[CH]=C+[O]
719,719,C5H9O(945) <=> CH2CO(24) + NC3H7(92),C=C([O])CCC_C=C=O+[CH2]CC
720,720,C5H9O(945) + O2(2) <=> S(1930),C=C([O])CCC+[O][O]_CCCC(=O)CO[O]
721,721,CH2CHO(21) + O2(2) <=> C2H3O3(54),[CH2]C=O+[O][O]_[O]OCC=O
722,722,C2H3O3(54) <=> CH2CO(24) + HO2(16),[O]OCC=O_C=C=O+[O]O
723,723,C2H3O3(54) <=> CH3O2(39) + CO(6),[O]OCC=O_CO[O]+[C-]#[O+]
724,724,S(1955) <=> S(1930),CC[CH]C(=O)COO_CCCC(=O)CO[O]
725,725,S(1955) + O2(2) <=> S(1990),CC[CH]C(=O)COO+[O][O]_CCC(O[O])C(=O)COO
726,726,S(2340) <=> S(1930),CCC=C(O)CO[O]_CCCC(=O)CO[O]
727,727,S(1955) <=> S(2340),CC[CH]C(=O)COO_CCC=C(O)CO[O]
728,728,S(2324) <=> C5H9O(945),[CH2]C(O)=CCC_C=C([O])CCC
729,729,S(2324) + O2(2) <=> S(2340),[CH2]C(O)=CCC+[O][O]_CCC=C(O)CO[O]
730,730,S(2340) <=> S(2399),CCC=C(O)CO[O]_C=C(O)C(CC)O[O]
731,731,S(2324) + O2(2) <=> S(2399),[CH2]C(O)=CCC+[O][O]_C=C(O)C(CC)O[O]
732,732,S(2324) <=> CH2CO(24) + NC3H7(92),[CH2]C(O)=CCC_C=C=O+[CH2]CC
733,733,S(2340) <=> S(2412),CCC=C(O)CO[O]_CCC1OOC[C]1O
734,734,S(2399) <=> S(2412),C=C(O)C(CC)O[O]_CCC1OOC[C]1O
735,735,S(1955) <=> S(2372),CC[CH]C(=O)COO_[CH2]C(=O)C(CC)OO
736,736,S(2372) <=> S(2399),[CH2]C(=O)C(CC)OO_C=C(O)C(CC)O[O]
737,737,S(2404) <=> S(1990),CCC(OO)C(=O)CO[O]_CCC(O[O])C(=O)COO
738,738,S(2372) + O2(2) <=> S(2404),[CH2]C(=O)C(CC)OO+[O][O]_CCC(OO)C(=O)CO[O]
739,739,S(2399) <=> S(2447),C=C(O)C(CC)O[O]_CCC(O[O])C(C)=O
740,740,S(2372) <=> S(2447),[CH2]C(=O)C(CC)OO_CCC(O[O])C(C)=O
741,741,C5H9O(945) <=> S(2329),C=C([O])CCC_CCC=C(C)[O]
742,742,S(2324) <=> S(2329),[CH2]C(O)=CCC_CCC=C(C)[O]
743,743,S(2329) + O2(2) <=> S(2447),CCC=C(C)[O]+[O][O]_CCC(O[O])C(C)=O
744,744,S(2496) <=> S(2372),[CH2]CC(OO)C(C)=O_[CH2]C(=O)C(CC)OO
745,745,S(2447) <=> S(2496),CCC(O[O])C(C)=O_[CH2]CC(OO)C(C)=O
746,746,S(2329) <=> CH2CO(24) + NC3H7(92),CCC=C(C)[O]_C=C=O+[CH2]CC
747,747,C4H6O(264) + OH(15) <=> CH3CHO(46) + CH3CO(20),C=CC(C)=O+[OH]_CC=O+C[C]=O
748,748,C4H6O(264) + OH(15) => CH2CO(24) + H2O(8) + C2H3(22),C=CC(C)=O+[OH]_C=C=O+O+[CH]=C
749,749,C4H6O(264) + HO2(16) => CH3CO(20) + CH2CHO(21) + OH(15),C=CC(C)=O+[O]O_C[C]=O+[CH2]C=O+[OH]
750,750,C4H6O(264) + HO2(16) => CH2CO(24) + H2O2(17) + C2H3(22),C=CC(C)=O+[O]O_C=C=O+OO+[CH]=C
751,751,C4H6O(264) + CH3(18) <=> C5H9O(945),C=CC(C)=O+[CH3]_C=C([O])CCC
752,752,C4H6O(264) + CH3(18) <=> S(2324),C=CC(C)=O+[CH3]_[CH2]C(O)=CCC
753,753,C4H6O(264) + CH3(18) <=> S(2329),C=CC(C)=O+[CH3]_CCC=C(C)[O]
754,754,C4H6O(264) <=> C3H6(12) + CO(6),C=CC(C)=O_C=CC+[C-]#[O+]
755,755,C4H6O(264) <=> CH3CO(20) + C2H3(22),C=CC(C)=O_C[C]=O+[CH]=C
756,756,CH2CHO(21) + O(5) <=> CH2CO(24) + OH(15),[CH2]C=O+[O]_C=C=O+[OH]
757,757,S(785) + O(5) <=> S(763) + OH(15),CCCCCC(C)OO+[O]_CCCCCC(C)O[O]+[OH]
758,758,S(985) + O(5) <=> S(969) + OH(15),CCCCCCCOO+[O]_CCCCCCCO[O]+[OH]
759,759,C7H15(682) + O(5) <=> C7H14(754) + OH(15),C[CH]CCCCC+[O]_CC=CCCCC+[OH]
760,760,C7H15(679) + O(5) <=> C7H14(754) + OH(15),CC[CH]CCCC+[O]_CC=CCCCC+[OH]
761,761,H2O2(17) + CH2(23) <=> CH3(18) + HO2(16),OO+[CH2]_[CH3]+[O]O
762,762,CH2CHO(21) + HO2(16) <=> CH2CO(24) + H2O2(17),[CH2]C=O+[O]O_C=C=O+OO
763,763,H2O2(17) + C2H(4) <=> C2H2(25) + HO2(16),OO+[C]#C_C#C+[O]O
764,764,CH3CHO(46) + HO2(16) <=> H2O2(17) + CH2CHO(21),CC=O+[O]O_OO+[CH2]C=O
765,765,CH3CO(20) + HO2(16) <=> CH2CO(24) + H2O2(17),C[C]=O+[O]O_C=C=O+OO
766,766,C2H3(22) + HO2(16) <=> C2H2(25) + H2O2(17),[CH]=C+[O]O_C#C+OO
767,767,HCO(19) + HO2(16) <=> H2O2(17) + CO(6),[CH]=O+[O]O_OO+[C-]#[O+]
768,768,CH2CHO(21) + CH3(18) <=> CH4(10) + CH2CO(24),[CH2]C=O+[CH3]_C+C=C=O
769,769,CH3CHO(46) + CH2(23) <=> CH2CHO(21) + CH3(18),CC=O+[CH2]_[CH2]C=O+[CH3]
770,770,CH3CO(20) + CH2(23) <=> CH2CO(24) + CH3(18),C[C]=O+[CH2]_C=C=O+[CH3]
771,771,CH2(23) + CH2CHO(21) <=> CH2CO(24) + CH3(18),[CH2]+[CH2]C=O_C=C=O+[CH3]
772,772,C2H5(43) + CH2(23) <=> C2H4(11) + CH3(18),C[CH2]+[CH2]_C=C+[CH3]
773,773,CH2(23) + NC3H7(92) <=> C3H6(12) + CH3(18),[CH2]+[CH2]CC_C=CC+[CH3]
774,774,IC3H7(93) + CH2(23) <=> C3H6(12) + CH3(18),C[CH]C+[CH2]_C=CC+[CH3]
775,775,S(785) + CH2(23) <=> S(763) + CH3(18),CCCCCC(C)OO+[CH2]_CCCCCC(C)O[O]+[CH3]
776,776,S(837) + CH2(23) <=> S(816) + CH3(18),CCCCC(CC)OO+[CH2]_CCCCC(CC)O[O]+[CH3]
777,777,S(985) + CH2(23) <=> S(969) + CH3(18),CCCCCCCOO+[CH2]_CCCCCCCO[O]+[CH3]
778,778,S(1049) + CH2(23) <=> S(1025) + CH3(18),CCC(CCC(C)OO)OO+[CH2]_CCC(CCC(C)OO)O[O]+[CH3]
779,779,S(1049) + CH2(23) <=> S(1048) + CH3(18),CCC(CCC(C)OO)OO+[CH2]_CCC(CCC(C)O[O])OO+[CH3]
780,780,CH4(10) + S(763) <=> S(785) + CH3(18),C+CCCCCC(C)O[O]_CCCCCC(C)OO+[CH3]
781,781,S(785) + CH3(18) <=> CH4(10) + S(782),CCCCCC(C)OO+[CH3]_C+CC[CH]CCC(C)OO
782,782,S(785) + CH3(18) <=> CH4(10) + S(781),CCCCCC(C)OO+[CH3]_C+CCC[CH]CC(C)OO
783,783,CH4(10) + S(816) <=> S(837) + CH3(18),C+CCCCC(CC)O[O]_CCCCC(CC)OO+[CH3]
784,784,S(837) + CH3(18) <=> CH4(10) + S(835),CCCCC(CC)OO+[CH3]_C+C[CH]CCC(CC)OO
785,785,S(837) + CH3(18) <=> CH4(10) + S(834),CCCCC(CC)OO+[CH3]_C+[CH2]CC(CCCC)OO
786,786,CH4(10) + S(969) <=> S(985) + CH3(18),C+CCCCCCCO[O]_CCCCCCCOO+[CH3]
787,787,CH2(23) + PC4H9(183) <=> C4H8(189) + CH3(18),[CH2]+[CH2]CCC_C=CCC+[CH3]
788,788,SC4H9(184) + CH2(23) <=> C4H8(189) + CH3(18),C[CH]CC+[CH2]_C=CCC+[CH3]
789,789,C7H15(680) + CH2(23) <=> C7H14(808) + CH3(18),CCC[CH]CCC+[CH2]_CCC=CCCC+[CH3]
790,790,C7H15(679) + CH2(23) <=> C7H14(808) + CH3(18),CC[CH]CCCC+[CH2]_CCC=CCCC+[CH3]
791,791,CH4(10) + S(1048) <=> S(1049) + CH3(18),C+CCC(CCC(C)O[O])OO_CCC(CCC(C)OO)OO+[CH3]
792,792,CH4(10) + S(1025) <=> S(1049) + CH3(18),C+CCC(CCC(C)OO)O[O]_CCC(CCC(C)OO)OO+[CH3]
793,793,S(1049) + CH3(18) <=> CH4(10) + S(1045),CCC(CCC(C)OO)OO+[CH3]_C+[CH2]CC(CCC(C)OO)OO
794,794,C7H15(682) + CH2(23) <=> C7H14(754) + CH3(18),C[CH]CCCCC+[CH2]_CC=CCCCC+[CH3]
795,795,C7H15(679) + CH2(23) <=> C7H14(754) + CH3(18),CC[CH]CCCC+[CH2]_CC=CCCCC+[CH3]
796,796,CH3CHO(46) + CH3(18) <=> CH4(10) + CH2CHO(21),CC=O+[CH3]_C+[CH2]C=O
797,797,CH2O(9) + C7H15(679) <=> C7H16(1) + HCO(19),C=O+CC[CH]CCCC_CCCCCCC+[CH]=O
798,798,CH2O(9) + C7H15(680) <=> C7H16(1) + HCO(19),C=O+CCC[CH]CCC_CCCCCCC+[CH]=O
799,799,CH2O(9) + C7H15(682) <=> C7H16(1) + HCO(19),C=O+C[CH]CCCCC_CCCCCCC+[CH]=O
800,800,CH2O(9) + C7H15(683) <=> C7H16(1) + HCO(19),C=O+[CH2]CCCCCC_CCCCCCC+[CH]=O
801,801,CH3CHO(46) + C7H15(679) <=> C7H16(1) + CH3CO(20),CC=O+CC[CH]CCCC_CCCCCCC+C[C]=O
802,802,CH3CHO(46) + C7H15(680) <=> C7H16(1) + CH3CO(20),CC=O+CCC[CH]CCC_CCCCCCC+C[C]=O
803,803,CH3CHO(46) + C7H15(682) <=> C7H16(1) + CH3CO(20),CC=O+C[CH]CCCCC_CCCCCCC+C[C]=O
804,804,CH3CHO(46) + C7H15(683) <=> C7H16(1) + CH3CO(20),CC=O+[CH2]CCCCCC_CCCCCCC+C[C]=O
805,805,S(785) + CH3CO(20) <=> CH3CHO(46) + S(763),CCCCCC(C)OO+C[C]=O_CC=O+CCCCCC(C)O[O]
806,806,CH3CHO(46) + S(782) <=> S(785) + CH3CO(20),CC=O+CC[CH]CCC(C)OO_CCCCCC(C)OO+C[C]=O
807,807,CH3CHO(46) + S(781) <=> S(785) + CH3CO(20),CC=O+CCC[CH]CC(C)OO_CCCCCC(C)OO+C[C]=O
808,808,S(837) + CH3CO(20) <=> CH3CHO(46) + S(816),CCCCC(CC)OO+C[C]=O_CC=O+CCCCC(CC)O[O]
809,809,CH3CHO(46) + S(835) <=> S(837) + CH3CO(20),CC=O+C[CH]CCC(CC)OO_CCCCC(CC)OO+C[C]=O
810,810,CH3CHO(46) + S(834) <=> S(837) + CH3CO(20),CC=O+[CH2]CC(CCCC)OO_CCCCC(CC)OO+C[C]=O
811,811,CH3CHO(46) + CH2CHO(21) <=> CH3CHO(46) + CH3CO(20),CC=O+[CH2]C=O_CC=O+C[C]=O
812,812,CH2O(9) + CH2CHO(21) <=> CH3CHO(46) + HCO(19),C=O+[CH2]C=O_CC=O+[CH]=O
813,813,CH3CHO(46) + C2H3(22) <=> C2H4(11) + CH2CHO(21),CC=O+[CH]=C_C=C+[CH2]C=O
814,814,S(763) + CH2CHO(21) <=> CH2CO(24) + S(785),CCCCCC(C)O[O]+[CH2]C=O_C=C=O+CCCCCC(C)OO
815,815,S(816) + CH2CHO(21) <=> CH2CO(24) + S(837),CCCCC(CC)O[O]+[CH2]C=O_C=C=O+CCCCC(CC)OO
816,816,S(969) + CH2CHO(21) <=> CH2CO(24) + S(985),CCCCCCCO[O]+[CH2]C=O_C=C=O+CCCCCCCOO
817,817,S(785) + CH2CHO(21) <=> CH3CHO(46) + S(763),CCCCCC(C)OO+[CH2]C=O_CC=O+CCCCCC(C)O[O]
818,818,CH3CHO(46) + S(782) <=> S(785) + CH2CHO(21),CC=O+CC[CH]CCC(C)OO_CCCCCC(C)OO+[CH2]C=O
819,819,CH3CHO(46) + S(781) <=> S(785) + CH2CHO(21),CC=O+CCC[CH]CC(C)OO_CCCCCC(C)OO+[CH2]C=O
820,820,S(837) + CH2CHO(21) <=> CH3CHO(46) + S(816),CCCCC(CC)OO+[CH2]C=O_CC=O+CCCCC(CC)O[O]
821,821,CH3CHO(46) + S(835) <=> S(837) + CH2CHO(21),CC=O+C[CH]CCC(CC)OO_CCCCC(CC)OO+[CH2]C=O
822,822,CH3CHO(46) + S(834) <=> S(837) + CH2CHO(21),CC=O+[CH2]CC(CCCC)OO_CCCCC(CC)OO+[CH2]C=O
823,823,S(985) + CH2CHO(21) <=> CH3CHO(46) + S(969),CCCCCCCOO+[CH2]C=O_CC=O+CCCCCCCO[O]
824,824,S(1049) + CH2CHO(21) <=> CH3CHO(46) + S(1048),CCC(CCC(C)OO)OO+[CH2]C=O_CC=O+CCC(CCC(C)O[O])OO
825,825,S(1049) + CH2CHO(21) <=> CH3CHO(46) + S(1025),CCC(CCC(C)OO)OO+[CH2]C=O_CC=O+CCC(CCC(C)OO)O[O]
826,826,CH3CHO(46) + S(1045) <=> S(1049) + CH2CHO(21),CC=O+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+[CH2]C=O
827,827,CH3CO(20) + C2H(4) <=> C2H2(25) + CH2CO(24),C[C]=O+[C]#C_C#C+C=C=O
828,828,CH2CHO(21) + C2H(4) <=> C2H2(25) + CH2CO(24),[CH2]C=O+[C]#C_C#C+C=C=O
829,829,CH3CO(20) + HCO(19) <=> CH2CO(24) + CH2O(9),C[C]=O+[CH]=O_C=C=O+C=O
830,830,CH2CHO(21) + HCO(19) <=> CH2CO(24) + CH2O(9),[CH2]C=O+[CH]=O_C=C=O+C=O
831,831,CH3CO(20) + C2H3(22) <=> C2H4(11) + CH2CO(24),C[C]=O+[CH]=C_C=C+C=C=O
832,832,CH2CHO(21) + C2H3(22) <=> C2H4(11) + CH2CO(24),[CH2]C=O+[CH]=C_C=C+C=C=O
833,833,S(763) + CH3CO(20) <=> CH2CO(24) + S(785),CCCCCC(C)O[O]+C[C]=O_C=C=O+CCCCCC(C)OO
834,834,S(782) + CH3CO(20) <=> CH2CO(24) + S(785),CC[CH]CCC(C)OO+C[C]=O_C=C=O+CCCCCC(C)OO
835,835,S(781) + CH3CO(20) <=> CH2CO(24) + S(785),CCC[CH]CC(C)OO+C[C]=O_C=C=O+CCCCCC(C)OO
836,836,S(782) + CH2CHO(21) <=> CH2CO(24) + S(785),CC[CH]CCC(C)OO+[CH2]C=O_C=C=O+CCCCCC(C)OO
837,837,S(781) + CH2CHO(21) <=> CH2CO(24) + S(785),CCC[CH]CC(C)OO+[CH2]C=O_C=C=O+CCCCCC(C)OO
838,838,S(816) + CH3CO(20) <=> CH2CO(24) + S(837),CCCCC(CC)O[O]+C[C]=O_C=C=O+CCCCC(CC)OO
839,839,S(835) + CH3CO(20) <=> CH2CO(24) + S(837),C[CH]CCC(CC)OO+C[C]=O_C=C=O+CCCCC(CC)OO
840,840,CH3CO(20) + S(834) <=> CH2CO(24) + S(837),C[C]=O+[CH2]CC(CCCC)OO_C=C=O+CCCCC(CC)OO
841,841,S(835) + CH2CHO(21) <=> CH2CO(24) + S(837),C[CH]CCC(CC)OO+[CH2]C=O_C=C=O+CCCCC(CC)OO
842,842,CH2CHO(21) + S(834) <=> CH2CO(24) + S(837),[CH2]C=O+[CH2]CC(CCCC)OO_C=C=O+CCCCC(CC)OO
843,843,S(969) + CH3CO(20) <=> CH2CO(24) + S(985),CCCCCCCO[O]+C[C]=O_C=C=O+CCCCCCCOO
844,844,S(1048) + CH3CO(20) <=> CH2CO(24) + S(1049),CCC(CCC(C)O[O])OO+C[C]=O_C=C=O+CCC(CCC(C)OO)OO
845,845,S(1025) + CH3CO(20) <=> CH2CO(24) + S(1049),CCC(CCC(C)OO)O[O]+C[C]=O_C=C=O+CCC(CCC(C)OO)OO
846,846,CH3CO(20) + S(1045) <=> CH2CO(24) + S(1049),C[C]=O+[CH2]CC(CCC(C)OO)OO_C=C=O+CCC(CCC(C)OO)OO
847,847,S(1048) + CH2CHO(21) <=> CH2CO(24) + S(1049),CCC(CCC(C)O[O])OO+[CH2]C=O_C=C=O+CCC(CCC(C)OO)OO
848,848,S(1025) + CH2CHO(21) <=> CH2CO(24) + S(1049),CCC(CCC(C)OO)O[O]+[CH2]C=O_C=C=O+CCC(CCC(C)OO)OO
849,849,CH2CHO(21) + S(1045) <=> CH2CO(24) + S(1049),[CH2]C=O+[CH2]CC(CCC(C)OO)OO_C=C=O+CCC(CCC(C)OO)OO
850,850,CH3CO(20) + CH2CHO(21) <=> CH2CO(24) + CH3CHO(46),C[C]=O+[CH2]C=O_C=C=O+CC=O
851,851,CH3CO(20) + CH3CO(20) <=> CH2CO(24) + CH3CHO(46),C[C]=O+C[C]=O_C=C=O+CC=O
852,852,CH2CHO(21) + CH2CHO(21) <=> CH2CO(24) + CH3CHO(46),[CH2]C=O+[CH2]C=O_C=C=O+CC=O
853,853,HCO(19) + C2H(4) <=> C2H2(25) + CO(6),[CH]=O+[C]#C_C#C+[C-]#[O+]
854,854,C2H3(22) + HCO(19) <=> C2H2(25) + CH2O(9),[CH]=C+[CH]=O_C#C+C=O
855,855,C2H5(43) + C2H(4) <=> C2H2(25) + C2H4(11),C[CH2]+[C]#C_C#C+C=C
856,856,NC3H7(92) + C2H(4) <=> C2H2(25) + C3H6(12),[CH2]CC+[C]#C_C#C+C=CC
857,857,IC3H7(93) + C2H(4) <=> C2H2(25) + C3H6(12),C[CH]C+[C]#C_C#C+C=CC
858,858,S(763) + C2H3(22) <=> C2H2(25) + S(785),CCCCCC(C)O[O]+[CH]=C_C#C+CCCCCC(C)OO
859,859,S(782) + C2H3(22) <=> C2H2(25) + S(785),CC[CH]CCC(C)OO+[CH]=C_C#C+CCCCCC(C)OO
860,860,S(781) + C2H3(22) <=> C2H2(25) + S(785),CCC[CH]CC(C)OO+[CH]=C_C#C+CCCCCC(C)OO
861,861,S(816) + C2H3(22) <=> C2H2(25) + S(837),CCCCC(CC)O[O]+[CH]=C_C#C+CCCCC(CC)OO
862,862,S(835) + C2H3(22) <=> C2H2(25) + S(837),C[CH]CCC(CC)OO+[CH]=C_C#C+CCCCC(CC)OO
863,863,S(834) + C2H3(22) <=> C2H2(25) + S(837),[CH2]CC(CCCC)OO+[CH]=C_C#C+CCCCC(CC)OO
864,864,S(969) + C2H3(22) <=> C2H2(25) + S(985),CCCCCCCO[O]+[CH]=C_C#C+CCCCCCCOO
865,865,C7H15(680) + C2H(4) <=> C2H2(25) + C7H14(808),CCC[CH]CCC+[C]#C_C#C+CCC=CCCC
866,866,C7H15(679) + C2H(4) <=> C2H2(25) + C7H14(808),CC[CH]CCCC+[C]#C_C#C+CCC=CCCC
867,867,S(1048) + C2H3(22) <=> C2H2(25) + S(1049),CCC(CCC(C)O[O])OO+[CH]=C_C#C+CCC(CCC(C)OO)OO
868,868,S(1025) + C2H3(22) <=> C2H2(25) + S(1049),CCC(CCC(C)OO)O[O]+[CH]=C_C#C+CCC(CCC(C)OO)OO
869,869,S(1045) + C2H3(22) <=> C2H2(25) + S(1049),[CH2]CC(CCC(C)OO)OO+[CH]=C_C#C+CCC(CCC(C)OO)OO
870,870,C7H15(682) + C2H(4) <=> C2H2(25) + C7H14(754),C[CH]CCCCC+[C]#C_C#C+CC=CCCCC
871,871,C7H15(679) + C2H(4) <=> C2H2(25) + C7H14(754),CC[CH]CCCC+[C]#C_C#C+CC=CCCCC
872,872,CH2CHO(21) + C2H3(22) <=> C2H2(25) + CH3CHO(46),[CH2]C=O+[CH]=C_C#C+CC=O
873,873,CH3CO(20) + C2H3(22) <=> C2H2(25) + CH3CHO(46),C[C]=O+[CH]=C_C#C+CC=O
874,874,S(785) + O(5) <=> S(782) + OH(15),CCCCCC(C)OO+[O]_CC[CH]CCC(C)OO+[OH]
875,875,S(785) + O(5) <=> S(781) + OH(15),CCCCCC(C)OO+[O]_CCC[CH]CC(C)OO+[OH]
876,876,S(837) + O(5) <=> S(816) + OH(15),CCCCC(CC)OO+[O]_CCCCC(CC)O[O]+[OH]
877,877,S(837) + O(5) <=> S(835) + OH(15),CCCCC(CC)OO+[O]_C[CH]CCC(CC)OO+[OH]
878,878,S(837) + O(5) <=> S(834) + OH(15),CCCCC(CC)OO+[O]_[CH2]CC(CCCC)OO+[OH]
879,879,C2H3(22) + HCO(19) <=> C2H4(11) + CO(6),[CH]=C+[CH]=O_C=C+[C-]#[O+]
880,880,CH2CHO(21) + HCO(19) <=> CH3CHO(46) + CO(6),[CH2]C=O+[CH]=O_CC=O+[C-]#[O+]
881,881,CH3CO(20) + HCO(19) <=> CH3CHO(46) + CO(6),C[C]=O+[CH]=O_CC=O+[C-]#[O+]
882,882,CH2O(9) + S(763) <=> S(785) + HCO(19),C=O+CCCCCC(C)O[O]_CCCCCC(C)OO+[CH]=O
883,883,CH2O(9) + S(816) <=> S(837) + HCO(19),C=O+CCCCC(CC)O[O]_CCCCC(CC)OO+[CH]=O
884,884,CH2O(9) + S(969) <=> S(985) + HCO(19),C=O+CCCCCCCO[O]_CCCCCCCOO+[CH]=O
885,885,CH2O(9) + S(782) <=> S(785) + HCO(19),C=O+CC[CH]CCC(C)OO_CCCCCC(C)OO+[CH]=O
886,886,CH2O(9) + S(1025) <=> S(1049) + HCO(19),C=O+CCC(CCC(C)OO)O[O]_CCC(CCC(C)OO)OO+[CH]=O
887,887,CH2O(9) + S(835) <=> S(837) + HCO(19),C=O+C[CH]CCC(CC)OO_CCCCC(CC)OO+[CH]=O
888,888,CH2O(9) + S(1048) <=> S(1049) + HCO(19),C=O+CCC(CCC(C)O[O])OO_CCC(CCC(C)OO)OO+[CH]=O
